title,description,url,img_url,youtube_video,Sub_region,Calories,Protein,Time
Indian Chapati Bread,This chapati recipe is simple and delicious. Serve this Indian bread with curries or use it as a sandwich wrap. Enjoy!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4559,https://images.media-allrecipes.com/userphotos/560x315/3148477.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Chapati+Bread,Indian,110.0,15.852,30
Naan,"This homemade naan recipe makes soft, chewy naan with a buttery taste. It is the best I have tasted outside of an Indian restaurant. Simply delicious eaten warm brushed with melted butter or served with your favorite curry.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4566,https://images.media-allrecipes.com/userphotos/560x315/1016308.jpg,https://www.youtube.com/results?search_query=How+to+make+Naan,Indian,211.0,94.0292,180
Chai Tea Latte,"This milky chai tea latte is really similar to the brand Oregon Chai. Simply delicious either hot or iced! This will save you more money than buying the chai. In India, each family has their own way of making it, so you should experiment to find your favorite blend.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4571,https://images.media-allrecipes.com/userphotos/560x315/1061271.jpg,https://www.youtube.com/results?search_query=How+to+make+Chai+Tea+Latte,Indian,145.0,5.7645,5
Gujarati Carrot and Peanut Salad,A refreshing Indian salad that is the perfect complement to a curry meal. The peanuts add a wonderful nuttiness to this simple and tasty salad.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4572,https://images.media-allrecipes.com/userphotos/250x250/86467.jpg,https://www.youtube.com/results?search_query=How+to+make+Gujarati+Carrot+and+Peanut+Salad,Indian,141.0,21.4175,15
Sweet and Sour Chutney,Indian chutney is excellent served with other Indian dishes or with simple rice and beans. Chutney is delicious! Tamarind extract can be bought a Indian grocery stores and in some supermarkets.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4573,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Sweet+and+Sour+Chutney,Indian,38.0,14.7908,0
Whole Wheat Chapati,"Similar to a wheat pita, it is bread made of whole wheat flour. I make it for my diabetic husband all the time. Serve these with your favorite fish or vegetable dish.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4575,https://images.media-allrecipes.com/userphotos/560x315/2530062.jpg,https://www.youtube.com/results?search_query=How+to+make+Whole+Wheat+Chapati,Indian,132.0,15.852,12
Turmeric Golden Milk with Turmeric Paste,"This golden milk made from turmeric paste soothes a cold or sore throat and helps you to sleep better. Warm and delicious, it's great just before bed every evening. This recipe for turmeric paste yields enough for a few weeks. Store in the refrigerator, and reheat it in small amounts as needed.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4581,https://images.media-allrecipes.com/userphotos/560x315/4545193.jpg,https://www.youtube.com/results?search_query=How+to+make+Turmeric+Golden+Milk+with+Turmeric+Paste,Indian,150.0,5.6567,39
Indian Chicken Rub,Chicken rub with Indian flavor. Serve with white rice or vegetables.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4584,https://images.media-allrecipes.com/userphotos/560x315/997193.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Chicken+Rub,Indian,13.0,13.5329,16
Indian Lassi,Learn what a lassi drink is with this basic recipe for the popular Indian beverage. You can adjust the amount of yogurt or water for a thicker or thinner consistency. Garnish with fresh mint if desired.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4585,https://images.media-allrecipes.com/userphotos/560x315/3623168.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Lassi,Indian,50.0,14.8776,15
Sugar-Free Cardamom-Mango Smoothie,"This Indian-inspired smoothie is creamy like a milkshake, sweet, smooth, and doesn't use sugar! It's great as a snack, and is the perfect compliment to all of my favorite Indian recipes.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4589,https://images.media-allrecipes.com/userphotos/560x315/1306426.jpg,https://www.youtube.com/results?search_query=How+to+make+Sugar-Free+Cardamom-Mango+Smoothie,Indian,116.0,16.7656,10
Strawberry Lassi,This delicious strawberry lassi is easy to make in the summer with ripe strawberries for a refreshing creamy drink or light dessert. Sprinkle some ground cardamom on top if you like.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4590,https://images.media-allrecipes.com/userphotos/250x250/381979.jpg,https://www.youtube.com/results?search_query=How+to+make+Strawberry+Lassi,Indian,111.0,19.5886,10
Easy Peasy Pea Salad,This is absolutely the easiest recipe and everyone wants the recipe when I bring it. Easy to double or triple.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4591,https://images.media-allrecipes.com/userphotos/560x315/3277925.jpg,https://www.youtube.com/results?search_query=How+to+make+Easy+Peasy+Pea+Salad,Indian,431.0,1.43,305
Ada (Adai),"Ada (adai) is a dosa (crêpe) usually served at breakfast. It is made with a mixture of lentils and rice and is quite filling. One usually eats ada with podi (south Indian spicy chutney powder) and mango pickle (avakkai). Since the batter is made with raw lentils, it gets fermented easily. It will keep in the refrigerator for 1 or 2 days maximum.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4592,https://images.media-allrecipes.com/userphotos/560x315/3022085.jpg,https://www.youtube.com/results?search_query=How+to+make+Ada+(Adai),Indian,177.0,58.7111,530
Dosa Podi with Garlic,"This is a variation of the classic Milagai podi. My brother and I have always loved garlic, so my mother used to make this version of milagai podi for us.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4593,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Dosa+Podi+with+Garlic,Indian,56.0,16.4656,30
Paneer,This easy paneer recipe is great for vegetarians. You can add paneer to your favorite curry or dish. Homemade paneer is softer and lighter than the tofu-like consistency of paneer found in many Indian restaurants.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4596,https://images.media-allrecipes.com/userphotos/560x315/5811968.jpg,https://www.youtube.com/results?search_query=How+to+make+Paneer,Indian,421.0,122.976,170
Hot Coffee Masala,The hot drink to drink during cold time!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4598,https://images.media-allrecipes.com/userphotos/250x250/791946.jpg,https://www.youtube.com/results?search_query=How+to+make+Hot+Coffee+Masala,Indian,31.0,0.748,10
Nuvvu Podi (Sesame Seed Powder),This is my favourite podi (powder). 'Nuvvu' is the Telugu word for 'til' or 'sesame seeds.' This powder is great eaten with rice. It also adds a lovely flavor when sprinkled into Andhra kooras (sabjis).,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4599,https://images.media-allrecipes.com/userphotos/560x315/3535236.jpg,https://www.youtube.com/results?search_query=How+to+make+Nuvvu+Podi+(Sesame+Seed+Powder),Indian,7.0,71.8244,30
Indian Relish,Spread cream cheese on your favorite crackers and top with this zesty Indian relish. Red bell peppers and sweet onion are simmered in white wine vinegar and red pepper flakes.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4600,https://images.media-allrecipes.com/userphotos/250x250/86389.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Relish,Indian,38.0,1.76,275
Hot and Spicy Himalayan Tea (Chai Tea),"Milk, black tea, cardamom, cinnamon, and cloves are simmered together in this recipe for hot and spicy chai tea.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4602,https://images.media-allrecipes.com/userphotos/560x315/2208560.jpg,https://www.youtube.com/results?search_query=How+to+make+Hot+and+Spicy+Himalayan+Tea+(Chai+Tea),Indian,88.0,10.2808,40
Roti Bread from India,"Roti bread is an unleavened griddle bread from India that is similar to pita bread. Ideally, I use a traditional Indian roti griddle called a tava.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4604,https://images.media-allrecipes.com/userphotos/250x250/37342.jpg,https://www.youtube.com/results?search_query=How+to+make+Roti+Bread+from+India,Indian,119.0,0.0,45
Cucumber Carrot Salad (Raita),This is a side dish often referred to as 'raita' in Indian cuisine. It consists of a combination of shredded cucumbers and carrots mixed in yogurt.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4606,https://images.media-allrecipes.com/userphotos/560x315/818577.jpg,https://www.youtube.com/results?search_query=How+to+make+Cucumber+Carrot+Salad+(Raita),Indian,134.0,13.7824,10
Indian Peanut Stew,"This is an easy, authentic dish from South Asia that appeals to a wide range of tastes. The combination of ingredients may appear unusual, but even those shy to experiment with new flavors love this one. Vegan-friendly!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4607,https://images.media-allrecipes.com/userphotos/250x250/28684.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Peanut+Stew,Indian,504.0,28.7113,45
Mulligatawny Soup III,This is a very old recipe from the 1930's. Do not substitute margarine for the butter.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4608,https://images.media-allrecipes.com/userphotos/560x315/958533.jpg,https://www.youtube.com/results?search_query=How+to+make+Mulligatawny+Soup+III,Indian,231.0,60.0502,0
Authentic Saag Paneer,"Saag paneer is a classic Indian dish of cooked spinach studded with cubes of fried paneer cheese. Thickened with cream or coconut milk, it's a hearty and filling vegetarian meal.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4410,https://images.media-allrecipes.com/userphotos/560x315/4157894.jpg,https://www.youtube.com/results?search_query=How+to+make+Authentic+Saag+Paneer,Indian,299.0,51.3704,60
Gobi Aloo (Indian Style Cauliflower with Potatoes),"This is a basic Indian dish that is very tasty! Adjust the spices to your preferences! To make it even better, you could add a bit of stewed tomatoes.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4417,https://images.media-allrecipes.com/userphotos/250x250/125180.jpg,https://www.youtube.com/results?search_query=How+to+make+Gobi+Aloo+(Indian+Style+Cauliflower+with+Potatoes),Indian,135.0,9.576,35
Easy Curry Rice,Simple and nice rice dish.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4422,https://images.media-allrecipes.com/userphotos/250x250/921869.jpg,https://www.youtube.com/results?search_query=How+to+make+Easy+Curry+Rice,Indian,282.0,29.0818,20
Quinoa Biryani,A delicious take on the traditional Indian biryani.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4425,https://images.media-allrecipes.com/userphotos/560x315/4534076.jpg,https://www.youtube.com/results?search_query=How+to+make+Quinoa+Biryani,Indian,334.0,13.0686,80
Vegetable Koftas,"This is a very authentic Indian recipe found on Indian menus the world over. It is served during formal dinners, festivals and weddings. Generally it is made with cream or 'malai' as it is called, but I have given a low calorie version which is equally tempting. Making it may sound tedious, but let me tell you it's worth the effort! Get ready to impress your loved ones, with this recipe you just can't go wrong!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4427,https://images.media-allrecipes.com/userphotos/560x315/1468179.jpg,https://www.youtube.com/results?search_query=How+to+make+Vegetable+Koftas,Indian,471.0,32.9426,90
Lemon Lentil Rice,This is a complete meal with rice lentil and vegetables. This is my version of the South Indian dish 'Chithrannam' (lemon rice).,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4430,https://images.media-allrecipes.com/userphotos/250x250/164703.jpg,https://www.youtube.com/results?search_query=How+to+make+Lemon+Lentil+Rice,Indian,305.0,2.6087,50
Dal Makhani (Indian Lentils),"Ever go to an Indian restaurant and wonder how they make those lentils? I hated lentils before I discovered Indian food. Then I scoured the internet to figure out how they achieved them, and through mixing and matching recipes and methods on videos, I've arrived at this recipe, which I think is pretty close. This version is very rich, but you can leave out the cream to make it lighter. Kasuri methi (fenugreek leaves) is almost impossible to find in the U.S., even in NYC, but it gives this dish something very special.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4431,https://images.media-allrecipes.com/userphotos/560x315/1257894.jpg,https://www.youtube.com/results?search_query=How+to+make+Dal+Makhani+(Indian+Lentils),Indian,375.0,32.2915,255
Kadai Bhindi (Indian style Okra with Bell Peppers),This is an authentic Indian-style okra with bell peppers and tomatoes. It is best served with roti (indian bread) or rice. You can adjust the spices according to your taste.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4432,https://images.media-allrecipes.com/userphotos/560x315/5778072.jpg,https://www.youtube.com/results?search_query=How+to+make+Kadai+Bhindi+(Indian+style+Okra+with+Bell+Peppers),Indian,186.0,13.5553,35
Indian Tomato Rice,This yummy South Indian dish is a common staple in an Indian household. It is also called 'tomato bath' and is often served alone for breakfast or even a light lunch or supper. It is a favorite of kids (think mac and cheese). Serve with hard-boiled eggs.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4435,https://images.media-allrecipes.com/userphotos/560x315/4517308.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Tomato+Rice,Indian,400.0,6.8782,45
Bangan ka Bhurta (Indian Eggplant),"This is a very simple, quick and more importantly authentic Indian side dish of grilled eggplant and tomato. Best served with naan or roti. It should have a consistency of, um, well, 'mush' when finished, but it's good.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4437,https://images.media-allrecipes.com/userphotos/560x315/280150.jpg,https://www.youtube.com/results?search_query=How+to+make+Bangan+ka+Bhurta+(Indian+Eggplant),Indian,61.0,1.513,35
Indian-Style Corn on the Cob in Onion and Yogurt Sauce,Yummy yogurt sauce for corn on the cob.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4438,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Indian-Style+Corn+on+the+Cob+in+Onion+and+Yogurt+Sauce,Indian,162.0,11.157,35
Khara Pongal,"Pongal is a classic pooja dish in south India. You can think of it as south Indian khichdi. When I was a child, I always waited for Temple prasadam and when it was pongal, I was delighted.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4439,https://images.media-allrecipes.com/userphotos/560x315/1089074.jpg,https://www.youtube.com/results?search_query=How+to+make+Khara+Pongal,Indian,419.0,25.5194,50
Turnip with Coconut,"My Indian mother-in-law makes this yummy side with turnips, but I actually like it best with celeriac. It could probably be adapted to any root-type vegetable. Hing (asafoetida powder) does not add to the flavor; it is actually to aid in digestion, so it is somewhat optional.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4441,https://images.media-allrecipes.com/userphotos/560x315/5213363.jpg,https://www.youtube.com/results?search_query=How+to+make+Turnip+with+Coconut,Indian,102.0,3.0209,20
Peanut Rice,"Great, simple recipe. We usually serve it with potato curry.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4447,https://images.media-allrecipes.com/userphotos/250x250/391307.jpg,https://www.youtube.com/results?search_query=How+to+make+Peanut+Rice,Indian,302.0,18.9066,30
Aloo Gobi ki Subzi (Potatoes and Cauliflower),"This is a simple and easy to toss together recipe using cauliflower. Serve this dish with Indian breads such as thin rotis or naans--even a pita bread will do! Garnish with cilantro if you'd like. Asofoetida can be found in some grocery stores, but will most likely be found in an Indian grocery store, it is often called 'hing'.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4448,https://images.media-allrecipes.com/userphotos/250x250/272869.jpg,https://www.youtube.com/results?search_query=How+to+make+Aloo+Gobi+ki+Subzi+(Potatoes+and+Cauliflower),Indian,358.0,0.4605,35
Chole Saag,"This tastes exactly like the dish that I always get at my favorite Indian restaurant. I made it up one day and everyone was shocked. It has quite the mix of ingredients, but they all play a key role in getting the taste and consistency that I was looking for.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4449,https://images.media-allrecipes.com/userphotos/560x315/51258.jpg,https://www.youtube.com/results?search_query=How+to+make+Chole+Saag,Indian,328.0,87.0375,25
Spiced Turnips (Shalgam Masala),"I love turnips. This Northern Indian dish is great way to spice up traditional mashed turnips. This dish is great garnished with fresh cilantro or parsley and served with basmati rice, or with naan bread. The amount of chiles you use really controls the heat factor in this dish.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4455,https://images.media-allrecipes.com/userphotos/560x315/4207609.jpg,https://www.youtube.com/results?search_query=How+to+make+Spiced+Turnips+(Shalgam+Masala),Indian,126.0,8.6671,56
Jeera Rice,"A full-flavored, traditional Indian jeera rice. The whole garam masala adds a full and authentic taste and wonderful aroma to the rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4456,https://images.media-allrecipes.com/userphotos/560x315/4560046.jpg,https://www.youtube.com/results?search_query=How+to+make+Jeera+Rice,Indian,195.0,0.8755,90
Roasted Grapes and Carrots,This is an Indian dish I had while visiting a French family in the Luberon Valley. So I guess it's a French-Indian side dish. I love it and make it all the time.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4457,https://images.media-allrecipes.com/userphotos/250x250/663155.jpg,https://www.youtube.com/results?search_query=How+to+make+Roasted+Grapes+and+Carrots,Indian,140.0,8.1157,20
Potatoes Madras,"This dish makes a colorful main dish for a dinner party. Potatoes, cauliflower florets, and red lentils combine with onions, garlic, curry powder, ginger, tomatoes, malt vinegar, and chutney.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4458,https://images.media-allrecipes.com/userphotos/250x250/418770.jpg,https://www.youtube.com/results?search_query=How+to+make+Potatoes+Madras,Indian,395.0,46.7614,60
Carrot Rice,"Fragrant basmati rice sauteed with carrots, onions, fresh ginger, peanuts, and cilantro. You will be surprised to taste this delicious rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4464,https://images.media-allrecipes.com/userphotos/560x315/1013061.jpg,https://www.youtube.com/results?search_query=How+to+make+Carrot+Rice,Indian,179.0,12.2331,35
Masale Aaloo (Spice Potatoes),"Spiced Indian potatoes -- quick, easy and delicious!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4466,https://images.media-allrecipes.com/userphotos/250x250/486863.jpg,https://www.youtube.com/results?search_query=How+to+make+Masale+Aaloo+(Spice+Potatoes),Indian,438.0,0.895,120
Curried Peas,"This curried peas recipe is very easy to prepare, and go well with naan.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4467,https://images.media-allrecipes.com/userphotos/560x315/2413306.jpg,https://www.youtube.com/results?search_query=How+to+make+Curried+Peas,Indian,0.0,100.7441,30
Faux Bombay Potatoes,"My partner, Andy, loves potatoes so much I have nicknamed him 'Spudley!' Potatoes are the one thing he desperately misses on a low-carb diet. He loved these potatoes and dubbed them 'just beautiful.' Bombay potatoes are a very popular Indian side dish in the United Kingdom.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4469,https://images.media-allrecipes.com/userphotos/560x315/998653.jpg,https://www.youtube.com/results?search_query=How+to+make+Faux+Bombay+Potatoes,Indian,149.0,2.0251,25
Curried Hash Browns,"This American-South Asian breakfast fusion is surprisingly good with ketchup. I ate mine with fried eggs, bacon, toast, and candied tamarind.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4472,https://images.media-allrecipes.com/userphotos/560x315/1104076.jpg,https://www.youtube.com/results?search_query=How+to+make+Curried+Hash+Browns,Indian,58.0,8.1752,30
Spicy Sesame Potatoes (Til Aloo),Healthy and tasty vegetarian dish. Garnish with additional sesame seeds before serving.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4473,https://images.media-allrecipes.com/userphotos/560x315/3744762.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Sesame+Potatoes+(Til+Aloo),Indian,253.0,3.6237,91
Yogurt Rice,"This cooling Indian dish is perfect as an accompaniment to grilled meats. Curry leaves can be found at your local Indian store. If you can't find them, they can be omitted, but they do add a unique flavor and smell.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4476,https://images.media-allrecipes.com/userphotos/250x250/491242.jpg,https://www.youtube.com/results?search_query=How+to+make+Yogurt+Rice,Indian,271.0,10.6266,70
Saffron Rice,"This simple recipe for saffron rice includes butter, onion, and saffron. It has been used in my family for quite some time and has always been a favorite.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4478,https://images.media-allrecipes.com/userphotos/250x250/168768.jpg,https://www.youtube.com/results?search_query=How+to+make+Saffron+Rice,Indian,259.0,21.812,60
Vegetable Pancake,This is a pancake of rice and lentil.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4483,https://images.media-allrecipes.com/userphotos/560x315/2176354.jpg,https://www.youtube.com/results?search_query=How+to+make+Vegetable+Pancake,Indian,440.0,19.9099,340
Rajma (Kidney Beans),This is a typical Punjabi recipe that is enjoyed with rice by all!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4485,https://images.media-allrecipes.com/userphotos/560x315/3485722.jpg,https://www.youtube.com/results?search_query=How+to+make+Rajma+(Kidney+Beans),Indian,306.0,28.1058,525
La-jawab Sabut Bhindi,"A delicious combination of fried okra mixed with spiced, pureed tomatoes. An Indian delicacy.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4487,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+La-jawab+Sabut+Bhindi,Indian,233.0,7.5351,35
Mixed Vegetable Pulao,This is a great one-dish meal and is great for a quick weekday dinner. I serve this pulao with some simple onion and tomato raita.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4492,https://images.media-allrecipes.com/userphotos/560x315/3108380.jpg,https://www.youtube.com/results?search_query=How+to+make+Mixed+Vegetable+Pulao,Indian,485.0,17.0833,45
Okra Curry,Indian dry curry recipe from my mom. Tastes great with parattas or rice!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4493,https://images.media-allrecipes.com/userphotos/250x250/252533.jpg,https://www.youtube.com/results?search_query=How+to+make+Okra+Curry,Indian,69.0,9.4858,15
Easy Masala Hash Browns,Hash browns that everyone will want seconds of! My family loves these. And my brother brings over his kids as well every second week to enjoy these as well.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4494,https://images.media-allrecipes.com/userphotos/560x315/3439357.jpg,https://www.youtube.com/results?search_query=How+to+make+Easy+Masala+Hash+Browns,Indian,208.0,0.0,22
Aloo Matar Paneer (Simmered Potatoes with Peas and Paneer),"A savory and aromatic blend of simmered potatoes, peas, and paneer cheese. Use it as a side to your favorite Indian dish or serve it as the main course in an exotic vegetarian meal.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4501,https://images.media-allrecipes.com/userphotos/560x315/5011358.jpg,https://www.youtube.com/results?search_query=How+to+make+Aloo+Matar+Paneer+(Simmered+Potatoes+with+Peas+and+Paneer),Indian,291.0,39.8953,60
Yummy Curd Rice,"This yummy rice is an excellent way to use up leftover cooked white rice. It tastes awesome hot or cold, especially hot on cold winter nights. Best of all, it takes all of ten minutes to make.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4502,https://images.media-allrecipes.com/userphotos/560x315/1103499.jpg,https://www.youtube.com/results?search_query=How+to+make+Yummy+Curd+Rice,Indian,230.0,10.249,10
Potato Cutlets,"A mouthwatering Indian appetizer. Mildly spicy, serve hot with sweet and sour sauces, like tamarind sauce (found in the Ethnic section of most grocery stores) and ketchup.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4505,https://images.media-allrecipes.com/userphotos/560x315/997136.jpg,https://www.youtube.com/results?search_query=How+to+make+Potato+Cutlets,Indian,150.0,11.4856,45
Carrot-Bean Sprouts Salad,A very simple and tasty south Indian salad.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4508,https://images.media-allrecipes.com/userphotos/560x315/5173452.jpg,https://www.youtube.com/results?search_query=How+to+make+Carrot-Bean+Sprouts+Salad,Indian,72.0,4.836,12
Sher-a-Punjab Onion Chutney,I begged for this recipe at my favorite Indian restaurant. It is quite unlike any other onion chutney recipe that I've tried. It is surprisingly simple and full of taste. The ketchup and vinegar produce an orange hue and preserve the crunch of the onion. Serve as a garnish with toast. Try it!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4509,https://images.media-allrecipes.com/userphotos/560x315/1131793.jpg,https://www.youtube.com/results?search_query=How+to+make+Sher-a-Punjab+Onion+Chutney,Indian,25.0,0.4333,10
Sweet Tamarind Chutney,This spicy East Indian tamarind chutney has a delicious sweet and sour taste. Serve with samosas for dipping or use to add flavor to curries.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4613,https://images.media-allrecipes.com/userphotos/250x250/252909.jpg,https://www.youtube.com/results?search_query=How+to+make+Sweet+Tamarind+Chutney,Indian,113.0,0.6765,40
Menthi Majjiga (Buttermilk with Fenugreek),"Another classic Andhra preparation. This dish goes perfectly with Aaku Pappu. I even like it as an accompaniment to khichdi. This tastes best with homemade buttermilk, but you can use commercial buttermilk too.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4616,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Menthi+Majjiga+(Buttermilk+with+Fenugreek),Indian,95.0,0.8501,10
Tamarind-Date Chutney,This sweet and sour chutney works well with anything. I like it with Chaat Masala.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4621,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Tamarind-Date+Chutney,Indian,17.0,18.644,5
Chicken Stew With Coconut Milk,"This Thai-inspired chicken stew with coconut milk, tomatoes, and potatoes is an easy microwave meal.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4634,https://images.media-allrecipes.com/userphotos/560x315/641161.jpg,https://www.youtube.com/results?search_query=How+to+make+Chicken+Stew+With+Coconut+Milk,Indian,265.0,116.873,0
Indian Sweet Bread,This Indian sweet fry bread recipe is an old family favorite. A crisp and sweet flatbread that's fried on the griddle. Everyone in my family loves it!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4637,https://images.media-allrecipes.com/userphotos/250x250/117154.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Sweet+Bread,Indian,102.0,0.0,40
Chai Tea Concentrate,"Convenient (and relatively inexpensive) way to have chai lattes at home with this chai concentrate, a favorite tea. The cardamom can be a bit expensive; try looking in the bulk section of a health food store. If you need to buy a jar of it, don't worry — it will make several batches!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4638,https://images.media-allrecipes.com/userphotos/560x315/2050425.jpg,https://www.youtube.com/results?search_query=How+to+make+Chai+Tea+Concentrate,Indian,58.0,2.2938,75
Coconut Chutney,Indian coconut chutney to be served with dosa and idli (steamed rice and lentil cakes).,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4640,https://images.media-allrecipes.com/userphotos/560x315/4551087.jpg,https://www.youtube.com/results?search_query=How+to+make+Coconut+Chutney,Indian,121.0,6.1124,25
Bengali 5-Spice,"A spice blend that is often used as a pickling mixture in East Indian cuisine. If you can find kalonji seeds, use it in place of the oregano.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4648,https://images.media-allrecipes.com/userphotos/560x315/2614758.jpg,https://www.youtube.com/results?search_query=How+to+make+Bengali+5-Spice,Indian,28.0,22.9403,7
Creamy Curried Root Vegetable Soup,"This is a hearty, thick soup with a little bit of heat from the curry. I've used this combination of vegetables a few times with great success, but using earthy tubers, taproots, and alliums is the key, so try different things. For this recipe, you'll need a large skillet or wok, a medium saucepan, and a food processor or blender. I enjoy spicy foods, so you may want to reduce pepper and curry amounts. I used half milk and half cream once and got a very nice creamy soup, but some may prefer the thinner consistency of using only milk. This recipe can be adjusted for vegan palettes by using an olive oil substitute for the butter, coconut or soy milk, and an anchovy-free Worcestershire sauce. Balsamic vinegar can do in a pinch.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4656,https://images.media-allrecipes.com/userphotos/560x315/5196670.jpg,https://www.youtube.com/results?search_query=How+to+make+Creamy+Curried+Root+Vegetable+Soup,Indian,287.0,41.6377,100
Chili Paneer,"My husband loves this recipe.
It never goes wrong!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4657,https://images.media-allrecipes.com/userphotos/560x315/4951462.jpg,https://www.youtube.com/results?search_query=How+to+make+Chili+Paneer,Indian,302.0,55.4119,30
